COD_PRODUCTO,COD_CATEGORIA,COD_CLIENTE,COD_PAIS,COD_VENDEDOR,COD_SUCURSAL,Fecha,Cantidad_Vendida,Monto_Vendido,Precio,Comision_Comercial
P00015,C00002,CLI00527,DOM,V00035,SUC00016,9/12/2018,42,540.000,"12857,14286",64.800
P00015,C00002,CLI00624,ARG,V00032,SUC00057,22/11/2017,6,140.000,"23333,33333",26.600
P00015,C00002,CLI00624,CRI,V00060,SUC00022,11/9/2016,49,520.000,"10612,2449",93.600
P00015,C00002,CLI00624,CRI,V00060,SUC00022,11/9/2020,49,520.000,"10612,2449",93.600
P00015,C00002,CLI00624,PER,V00013,SUC00036,4/10/2016,36,470.000,"13055,55556",84.600
P00015,C00002,CLI00624,PER,V00013,SUC00036,4/10/2020,36,470.000,"13055,55556",84.600
P00015,C00002,CLI00460,COL,V00039,SUC00012,31/12/2017,25,390.000,15600,19.500
P00015,C00002,CLI00460,COL,V00039,SUC00012,31/12/2020,25,390.000,15600,19.500
P00015,C00002,CLI00460,ESP,V00063,SUC00027,7/4/2016,36,570.000,"15833,33333",114.000
P00015,C00002,CLI00460,ESP,V00063,SUC00027,7/4/2020,36,570.000,"15833,33333",114.000
P00015,C00002,CLI00347,CHI,V00030,SUC00051,25/12/2016,30,460.000,"15333,33333",46.000
P00015,C00002,CLI00347,PAR,V00044,SUC00042,4/1/2018,35,410.000,"11714,28571",82.000
P00015,C00002,CLI00347,PAR,V00044,SUC00042,4/1/2021,35,410.000,"11714,28571",82.000
P00015,C00002,CLI00518,HON,V00020,SUC00032,5/8/2016,40,800.000,20000,144.000
P00015,C00002,CLI00518,HON,V00020,SUC00032,5/8/2020,40,800.000,20000,144.000
P00015,C00002,CLI00075,PAR,V00033,SUC00018,18/3/2018,47,590.000,"12553,19149",41.300
P00015,C00002,CLI00075,PAR,V00033,SUC00018,18/3/2021,47,590.000,"12553,19149",41.300
P00015,C00002,CLI00674,CHI,V00062,SUC00020,4/5/2019,20,490.000,24500,78.400
P00015,C00002,CLI00454,PER,V00037,SUC00010,4/2/2018,46,940.000,"20434,78261",122.200
P00015,C00002,CLI00454,PER,V00037,SUC00010,4/2/2021,46,940.000,"20434,78261",122.200
P00015,C00002,CLI00582,ARG,V00017,SUC00045,27/2/2017,9,180.000,20000,25.200
P00015,C00002,CLI00582,ARG,V00058,SUC00024,5/4/2016,15,250.000,"16666,66667",45.000
P00015,C00002,CLI00582,ARG,V00058,SUC00024,5/4/2020,15,250.000,"16666,66667",45.000
P00015,C00002,CLI00582,COL,V00039,SUC00012,15/3/2017,26,400.000,"15384,61538",36.000
P00015,C00002,CLI00582,ESP,V00063,SUC00027,3/8/2017,7,100.000,"14285,71429",10.000
P00015,C00002,CLI00582,DOM,V00028,SUC00044,5/1/2019,10,230.000,23000,13.800
P00015,C00002,CLI00151,COL,V00046,SUC00019,26/5/2019,39,590.000,"15128,20513",47.200
P00015,C00002,CLI00377,COL,V00031,SUC00054,11/6/2016,26,400.000,"15384,61538",44.000
P00015,C00002,CLI00048,ECU,V00036,SUC00029,4/5/2018,33,670.000,"20303,0303",107.200
P00015,C00002,CLI00048,ECU,V00036,SUC00029,4/5/2021,33,670.000,"20303,0303",107.200
P00015,C00002,CLI00645,ECU,V00050,SUC00023,7/6/2017,10,150.000,15000,"0,9"
P00015,C00002,CLI00645,ECU,V00050,SUC00023,7/6/2020,10,150.000,15000,"0,9"
P00015,C00002,CLI00645,HON,V00057,SUC00015,11/3/2016,44,510.000,"11590,90909",96.900
P00015,C00002,CLI00645,HON,V00057,SUC00015,10/1/2020,44,510.000,"11590,90909",96.900
P00015,C00002,CLI00645,HON,V00057,SUC00015,11/3/2020,44,510.000,"11590,90909",96.900
P00015,C00002,CLI00404,PER,V00013,SUC00036,25/9/2017,38,580.000,"15263,15789",58.000
P00015,C00002,CLI00635,ECU,V00029,SUC00025,7/3/2019,11,200.000,"18181,81818",14.000
P00015,C00002,CLI00544,CHI,V00062,SUC00020,20/12/2017,33,910.000,"27575,75758",127.400
P00015,C00002,CLI00544,CHI,V00062,SUC00020,20/12/2020,33,910.000,"27575,75758",127.400
P00015,C00002,CLI00544,PER,V00040,SUC00061,17/12/2017,46,1.240.000,"26956,52174",210.800
P00015,C00002,CLI00544,PER,V00040,SUC00061,17/12/2020,46,1.240.000,"26956,52174",210.800
P00015,C00002,CLI00544,DOM,V00059,SUC00011,28/4/2018,2,30.000,15000,"0,57"
P00015,C00002,CLI00544,DOM,V00059,SUC00011,28/4/2021,2,30.000,15000,"0,57"
P00015,C00002,CLI00231,HON,V00024,SUC00021,29/12/2016,29,830.000,"28620,68966",166.000
P00015,C00002,CLI00013,HON,V00024,SUC00021,13/6/2016,16,280.000,17500,39.200
P00015,C00002,CLI00686,DOM,V00054,SUC00040,27/2/2017,9,170.000,"18888,88889",23.800
P00015,C00002,CLI00455,ARG,V00032,SUC00057,10/9/2019,25,490.000,19600,88.200
P00015,C00002,CLI00161,COL,V00051,SUC00001,30/9/2016,50,780.000,15600,85.800
P00015,C00002,CLI00161,COL,V00051,SUC00001,30/9/2020,50,780.000,15600,85.800
P00015,C00002,CLI00161,ECU,V00007,SUC00002,26/12/2017,23,260.000,"11304,34783",39.000
P00015,C00002,CLI00161,ECU,V00007,SUC00002,26/12/2020,23,260.000,"11304,34783",39.000
P00015,C00002,CLI00341,GUA,V00011,SUC00028,4/9/2018,33,500.000,"15151,51515",60.000
P00015,C00002,CLI00341,GUA,V00011,SUC00028,4/9/2021,33,500.000,"15151,51515",60.000
P00015,C00002,CLI00341,PER,V00013,SUC00036,7/7/2018,23,330.000,"14347,82609",29.700
P00015,C00002,CLI00341,PER,V00013,SUC00036,7/7/2021,23,330.000,"14347,82609",29.700
P00015,C00002,CLI00088,DOM,V00004,SUC00041,3/7/2018,6,120.000,20000,"0,96"
P00015,C00002,CLI00088,DOM,V00004,SUC00041,3/7/2021,6,120.000,20000,"0,96"
P00015,C00002,CLI00010,CHI,V00008,SUC00033,20/6/2018,15,230.000,"15333,33333",36.800
P00015,C00002,CLI00010,CHI,V00008,SUC00033,20/1/2019,3,40.000,"13333,33333","0,68"
P00015,C00002,CLI00010,CHI,V00008,SUC00033,20/6/2021,15,230.000,"15333,33333",36.800
P00015,C00002,CLI00010,MEX,V00047,SUC00056,11/4/2017,31,630.000,"20322,58065",107.100
P00015,C00002,CLI00010,DOM,V00004,SUC00041,11/10/2017,44,460.000,"10454,54545",87.400
P00015,C00002,CLI00142,CRI,V00001,SUC00031,28/4/2018,27,410.000,"15185,18519",36.900
P00015,C00002,CLI00142,CRI,V00001,SUC00031,28/4/2021,27,410.000,"15185,18519",36.900
P00015,C00002,CLI00142,MEX,V00014,SUC00048,8/1/2018,29,430.000,"14827,58621",21.500
P00015,C00002,CLI00142,MEX,V00014,SUC00048,8/1/2021,29,430.000,"14827,58621",21.500
P00015,C00002,CLI00142,PER,V00040,SUC00061,3/4/2018,21,320.000,"15238,09524",51.200
P00015,C00002,CLI00142,PER,V00040,SUC00061,3/4/2021,21,320.000,"15238,09524",51.200
P00015,C00002,CLI00142,URU,V00041,SUC00058,16/5/2018,44,520.000,"11818,18182",88.400
P00015,C00002,CLI00142,URU,V00041,SUC00058,16/5/2021,44,520.000,"11818,18182",88.400
P00015,C00002,CLI00405,PER,V00009,SUC00055,7/4/2019,27,610.000,"22592,59259",109.800
P00015,C00002,CLI00198,GUA,V00011,SUC00028,6/10/2017,33,580.000,"17575,75758",63.800
P00015,C00002,CLI00121,URU,V00027,SUC00065,17/12/2017,2,30.000,15000,"0,51"
P00015,C00002,CLI00121,URU,V00027,SUC00065,17/12/2020,2,30.000,15000,"0,51"
P00015,C00002,CLI00121,URU,V00049,SUC00063,14/6/2019,27,710.000,"26296,2963",35.500
P00015,C00002,CLI00597,COL,V00051,SUC00001,6/9/2018,45,520.000,"11555,55556",88.400
P00015,C00002,CLI00597,COL,V00051,SUC00001,6/9/2021,45,520.000,"11555,55556",88.400
P00015,C00002,CLI00597,MEX,V00014,SUC00048,18/11/2018,29,560.000,"19310,34483",33.600
P00015,C00002,CLI00597,MEX,V00014,SUC00048,18/11/2020,29,560.000,"19310,34483",33.600
P00015,C00002,CLI00191,CHI,V00023,SUC00059,6/5/2018,47,980.000,"20851,06383",78.400
P00015,C00002,CLI00191,CHI,V00023,SUC00059,6/5/2021,47,980.000,"20851,06383",78.400
P00015,C00002,CLI00191,PAR,V00044,SUC00042,17/4/2018,31,840.000,"27096,77419",92.400
P00015,C00002,CLI00191,PAR,V00044,SUC00042,17/4/2021,31,840.000,"27096,77419",92.400
P00015,C00002,CLI00017,CRI,V00022,SUC00037,4/8/2018,10,190.000,19000,19.000
P00015,C00002,CLI00017,CRI,V00022,SUC00037,4/8/2021,10,190.000,19000,19.000
P00015,C00002,CLI00017,PER,V00013,SUC00036,10/8/2019,50,640.000,12800,115.200
P00015,C00002,CLI00741,CHI,V00062,SUC00020,11/5/2016,13,190.000,"14615,38462",20.900
P00015,C00002,CLI00741,CHI,V00062,SUC00020,11/5/2020,13,190.000,"14615,38462",20.900
P00015,C00002,CLI00225,ESP,V00063,SUC00027,6/4/2016,14,190.000,"13571,42857",19.000
P00015,C00002,CLI00225,ESP,V00063,SUC00027,6/4/2020,14,190.000,"13571,42857",19.000
P00015,C00002,CLI00259,CRI,V00003,SUC00026,29/6/2019,31,630.000,"20322,58065",119.700
P00015,C00002,CLI00259,PER,V00038,SUC00035,29/6/2019,24,640.000,"26666,66667",108.800
P00015,C00002,CLI00671,CRI,V00001,SUC00031,23/8/2019,42,640.000,"15238,09524",76.800
P00015,C00002,CLI00319,URU,V00041,SUC00058,4/4/2017,20,440.000,22000,26.400
P00015,C00002,CLI00214,ECU,V00036,SUC00029,9/5/2016,22,330.000,15000,62.700
P00015,C00002,CLI00214,ECU,V00036,SUC00029,9/5/2020,22,330.000,15000,62.700
P00015,C00002,CLI00648,ARG,V00042,SUC00043,10/1/2018,50,580.000,11600,104.400
P00015,C00002,CLI00648,ARG,V00042,SUC00043,10/1/2021,50,580.000,11600,104.400
P00015,C00002,CLI00648,PER,V00038,SUC00035,24/7/2016,8,130.000,16250,"0,65"
P00015,C00002,CLI00591,CRI,V00001,SUC00031,23/1/2017,11,190.000,"17272,72727",26.600
P00015,C00002,CLI00004,ESP,V00026,SUC00046,1/10/2019,16,300.000,18750,60.000
P00015,C00002,CLI00004,GUA,V00056,SUC00017,6/8/2016,48,750.000,15625,52.500
P00015,C00002,CLI00004,GUA,V00056,SUC00017,6/8/2020,48,750.000,15625,52.500
P00015,C00002,CLI00004,HON,V00006,SUC00030,25/4/2017,3,70.000,"23333,33333","0,49"
P00015,C00002,CLI00314,PER,V00037,SUC00010,4/8/2019,48,620.000,"12916,66667",31.000
P00015,C00002,CLI00244,GUA,V00011,SUC00028,18/7/2018,39,600.000,"15384,61538",102.000
P00015,C00002,CLI00244,GUA,V00011,SUC00028,18/7/2021,39,600.000,"15384,61538",102.000
P00015,C00002,CLI00244,PAR,V00044,SUC00042,24/4/2019,47,940.000,20000,75.200
P00015,C00002,CLI00165,CRI,V00003,SUC00026,14/8/2016,46,780.000,"16956,52174",62.400
P00015,C00002,CLI00165,CRI,V00003,SUC00026,14/8/2020,46,780.000,"16956,52174",62.400
P00015,C00002,CLI00165,PAR,V00044,SUC00042,11/5/2017,16,240.000,15000,19.200
P00015,C00002,CLI00398,GUA,V00016,SUC00007,15/4/2019,18,420.000,"23333,33333",25.200
P00015,C00002,CLI00398,MEX,V00021,SUC00064,12/8/2018,16,420.000,26250,84.000
P00015,C00002,CLI00398,MEX,V00021,SUC00064,12/8/2021,16,420.000,26250,84.000
P00015,C00002,CLI00398,PAR,V00033,SUC00018,17/5/2018,5,100.000,20000,"0,8"
P00015,C00002,CLI00398,PAR,V00033,SUC00018,17/5/2021,5,100.000,20000,"0,8"
P00015,C00002,CLI00398,DOM,V00004,SUC00041,15/4/2019,15,230.000,"15333,33333",13.800
P00015,C00002,CLI00060,ARG,V00053,SUC00006,24/7/2016,31,610.000,"19677,41935",79.300
P00015,C00002,CLI00060,ECU,V00007,SUC00002,20/5/2019,49,1.310.000,"26734,69388",235.800
P00015,C00002,CLI00437,PAR,V00043,SUC00009,28/8/2017,4,100.000,25000,"0,7"
P00015,C00002,CLI00291,CHI,V00062,SUC00020,4/12/2018,37,970.000,"26216,21622",145.500
P00015,C00002,CLI00329,PAR,V00044,SUC00042,21/7/2016,4,110.000,27500,13.200
P00015,C00002,CLI00329,PAR,V00043,SUC00009,20/11/2016,34,960.000,"28235,29412",134.400
P00015,C00002,CLI00412,GUA,V00015,SUC00004,17/7/2017,49,1.050.000,"21428,57143",147.000
P00015,C00002,CLI00412,GUA,V00015,SUC00004,17/7/2020,49,1.050.000,"21428,57143",147.000
P00015,C00002,CLI00412,PER,V00013,SUC00036,5/12/2017,21,380.000,"18095,2381",49.400
P00015,C00002,CLI00412,PER,V00013,SUC00036,5/12/2020,21,380.000,"18095,2381",49.400
P00015,C00002,CLI00122,CHI,V00052,SUC00003,4/3/2019,50,680.000,13600,95.200
P00015,C00002,CLI00122,CRI,V00055,SUC00052,10/3/2019,26,730.000,"28076,92308",116.800
P00015,C00002,CLI00122,HON,V00034,SUC00062,13/4/2019,30,480.000,16000,48.000
P00015,C00002,CLI00122,PER,V00038,SUC00035,7/5/2016,26,330.000,"12692,30769",62.700
P00015,C00002,CLI00122,PER,V00038,SUC00035,7/5/2020,26,330.000,"12692,30769",62.700
P00015,C00002,CLI00497,HON,V00024,SUC00021,7/10/2016,12,180.000,15000,30.600
P00015,C00002,CLI00497,HON,V00024,SUC00021,7/10/2020,12,180.000,15000,30.600
P00015,C00002,CLI00497,DOM,V00054,SUC00040,14/10/2019,38,670.000,"17631,57895",100.500
P00015,C00002,CLI00528,ESP,V00063,SUC00027,4/10/2016,43,1.160.000,"26976,74419",232.000
P00015,C00002,CLI00528,ESP,V00063,SUC00027,4/10/2020,43,1.160.000,"26976,74419",232.000
P00015,C00002,CLI00499,ESP,V00012,SUC00050,23/6/2016,21,320.000,"15238,09524",25.600
P00015,C00002,CLI00499,PAR,V00044,SUC00042,28/3/2016,40,990.000,24750,59.400
P00015,C00002,CLI00499,PAR,V00044,SUC00042,27/1/2020,40,990.000,24750,59.400
P00015,C00002,CLI00499,PAR,V00044,SUC00042,28/3/2020,40,990.000,24750,59.400
P00015,C00002,CLI00737,GUA,V00015,SUC00004,12/8/2016,1,20.000,20000,"0,32"
P00015,C00002,CLI00737,GUA,V00015,SUC00004,12/8/2020,1,20.000,20000,"0,32"
P00015,C00002,CLI00747,ESP,V00063,SUC00027,12/12/2016,29,370.000,"12758,62069",29.600
P00015,C00002,CLI00376,CHI,V00052,SUC00003,27/8/2016,17,300.000,"17647,05882",18.000
P00015,C00002,CLI00376,CHI,V00052,SUC00003,27/8/2020,17,300.000,"17647,05882",18.000
P00015,C00002,CLI00376,HON,V00006,SUC00030,8/5/2018,24,280.000,"11666,66667",53.200
P00015,C00002,CLI00376,HON,V00006,SUC00030,8/5/2021,24,280.000,"11666,66667",53.200
P00015,C00002,CLI00180,CHI,V00008,SUC00033,22/7/2016,38,780.000,"20526,31579",156.000
P00015,C00002,CLI00180,DOM,V00059,SUC00011,20/5/2018,29,440.000,"15172,41379",30.800
P00015,C00002,CLI00180,DOM,V00059,SUC00011,20/5/2021,29,440.000,"15172,41379",30.800
P00015,C00002,CLI00180,URU,V00027,SUC00065,21/11/2017,11,170.000,"15454,54545",28.900
P00015,C00002,CLI00131,MEX,V00021,SUC00064,12/11/2018,25,420.000,16800,21.000
P00015,C00002,CLI00131,MEX,V00021,SUC00064,12/11/2020,25,420.000,16800,21.000
P00015,C00002,CLI00007,ESP,V00061,SUC00014,7/7/2019,15,200.000,"13333,33333",32.000
P00015,C00002,CLI00007,DOM,V00035,SUC00016,4/8/2017,14,210.000,15000,23.100
P00015,C00002,CLI00643,MEX,V00014,SUC00048,14/10/2017,12,310.000,"25833,33333",18.600
P00015,C00002,CLI00643,DOM,V00059,SUC00011,5/6/2018,44,1.120.000,"25454,54545",89.600
P00015,C00002,CLI00643,DOM,V00059,SUC00011,5/6/2021,44,1.120.000,"25454,54545",89.600
P00015,C00002,CLI00439,CRI,V00022,SUC00037,23/8/2018,42,660.000,"15714,28571",33.000
P00015,C00002,CLI00439,CRI,V00022,SUC00037,23/8/2021,42,660.000,"15714,28571",33.000
P00015,C00002,CLI00439,GUA,V00011,SUC00028,8/10/2017,6,140.000,"23333,33333",19.600
P00015,C00002,CLI00439,GUA,V00056,SUC00017,24/12/2017,4,80.000,20000,"0,8"
P00015,C00002,CLI00439,GUA,V00056,SUC00017,24/12/2020,4,80.000,20000,"0,8"
P00015,C00002,CLI00439,MEX,V00014,SUC00048,21/7/2016,20,530.000,26500,47.700
P00015,C00002,CLI00439,PAR,V00043,SUC00009,11/6/2019,46,530.000,"11521,73913",58.300
P00015,C00002,CLI00058,COL,V00046,SUC00019,23/3/2019,10,130.000,13000,24.700
P00015,C00002,CLI00058,URU,V00027,SUC00065,11/5/2019,26,400.000,"15384,61538",68.000
P00015,C00002,CLI00757,CRI,V00022,SUC00037,14/7/2018,7,100.000,"14285,71429",14.000
P00015,C00002,CLI00757,CRI,V00022,SUC00037,14/7/2021,7,100.000,"14285,71429",14.000
P00015,C00002,CLI00757,ESP,V00061,SUC00014,22/10/2018,14,320.000,"22857,14286",19.200
P00015,C00002,CLI00752,PER,V00009,SUC00055,15/9/2018,23,340.000,"14782,6087",30.600
P00015,C00002,CLI00752,PER,V00009,SUC00055,15/9/2021,23,340.000,"14782,6087",30.600
P00015,C00002,CLI00430,ARG,V00042,SUC00043,21/7/2019,16,200.000,12500,20.000
P00015,C00002,CLI00430,ECU,V00064,SUC00060,15/10/2016,9,210.000,"23333,33333",25.200
P00015,C00002,CLI00430,ECU,V00064,SUC00060,15/10/2020,9,210.000,"23333,33333",25.200
P00015,C00002,CLI00247,CRI,V00060,SUC00022,18/4/2016,20,350.000,17500,21.000
P00015,C00002,CLI00247,CRI,V00060,SUC00022,18/4/2020,20,350.000,17500,21.000
P00015,C00002,CLI00630,GUA,V00056,SUC00017,9/3/2016,33,420.000,"12727,27273",21.000
P00015,C00002,CLI00630,GUA,V00056,SUC00017,8/1/2020,33,420.000,"12727,27273",21.000
P00015,C00002,CLI00630,GUA,V00056,SUC00017,9/3/2020,33,420.000,"12727,27273",21.000
P00015,C00002,CLI00788,CRI,V00060,SUC00022,19/10/2016,10,230.000,23000,20.700
P00015,C00002,CLI00788,CRI,V00060,SUC00022,19/10/2020,10,230.000,23000,20.700
P00015,C00002,CLI00210,MEX,V00014,SUC00048,19/6/2019,16,350.000,21875,21.000
P00015,C00002,CLI00496,ARG,V00053,SUC00006,16/8/2017,24,420.000,17500,67.200
P00015,C00002,CLI00496,DOM,V00028,SUC00044,1/4/2016,7,140.000,20000,22.400
P00015,C00002,CLI00496,DOM,V00028,SUC00044,1/4/2020,7,140.000,20000,22.400
P00015,C00002,CLI00496,URU,V00027,SUC00065,1/4/2016,30,380.000,"12666,66667",26.600
P00015,C00002,CLI00496,URU,V00027,SUC00065,1/4/2020,30,380.000,"12666,66667",26.600
P00015,C00002,CLI00082,PAR,V00033,SUC00018,10/4/2017,12,220.000,"18333,33333",15.400
P00015,C00002,CLI00082,DOM,V00028,SUC00044,16/11/2018,48,990.000,20625,118.800
P00015,C00002,CLI00082,DOM,V00028,SUC00044,16/11/2020,48,990.000,20625,118.800
P00015,C00002,CLI00384,COL,V00051,SUC00001,17/11/2018,26,490.000,"18846,15385",24.500
P00015,C00002,CLI00384,COL,V00051,SUC00001,17/11/2020,26,490.000,"18846,15385",24.500
P00015,C00002,CLI00114,COL,V00039,SUC00012,29/1/2016,14,250.000,"17857,14286",32.500
P00015,C00002,CLI00114,COL,V00039,SUC00012,29/11/2019,14,250.000,"17857,14286",32.500
P00015,C00002,CLI00114,PER,V00009,SUC00055,23/9/2017,48,1.300.000,"27083,33333",260.000
P00015,C00002,CLI00461,ECU,V00064,SUC00060,2/6/2019,44,670.000,"15227,27273",93.800
P00015,C00002,CLI00461,HON,V00034,SUC00062,30/11/2018,17,220.000,"12941,17647",44.000
P00015,C00002,CLI00461,HON,V00034,SUC00062,30/11/2020,17,220.000,"12941,17647",44.000
P00015,C00002,CLI00066,ECU,V00029,SUC00025,15/2/2019,31,330.000,"10645,16129",29.700
P00015,C00002,CLI00234,COL,V00039,SUC00012,21/7/2019,45,710.000,"15777,77778",134.900
P00015,C00002,CLI00238,CRI,V00001,SUC00031,16/4/2016,37,780.000,"21081,08108",85.800
P00015,C00002,CLI00238,CRI,V00001,SUC00031,16/4/2020,37,780.000,"21081,08108",85.800
P00015,C00002,CLI00238,HON,V00057,SUC00015,5/2/2018,17,210.000,"12352,94118",10.500
P00015,C00002,CLI00238,HON,V00057,SUC00015,5/2/2021,17,210.000,"12352,94118",10.500
P00015,C00002,CLI00238,PER,V00013,SUC00036,24/8/2016,12,330.000,27500,59.400
P00015,C00002,CLI00238,PER,V00013,SUC00036,24/8/2020,12,330.000,27500,59.400
P00015,C00002,CLI00581,HON,V00020,SUC00032,27/6/2017,22,370.000,"16818,18182",62.900
P00015,C00002,CLI00581,HON,V00020,SUC00032,27/6/2020,22,370.000,"16818,18182",62.900
P00015,C00002,CLI00358,DOM,V00004,SUC00041,9/1/2019,11,230.000,"20909,09091",29.900
P00015,C00002,CLI00146,ESP,V00012,SUC00050,20/3/2019,40,630.000,15750,63.000
P00015,C00002,CLI00370,CRI,V00055,SUC00052,21/2/2018,7,120.000,"17142,85714",18.000
P00015,C00002,CLI00370,CRI,V00055,SUC00052,21/2/2021,7,120.000,"17142,85714",18.000
P00015,C00002,CLI00370,ESP,V00026,SUC00046,21/2/2018,39,410.000,"10512,82051",77.900
P00015,C00002,CLI00370,ESP,V00026,SUC00046,21/2/2021,39,410.000,"10512,82051",77.900
P00015,C00002,CLI00370,GUA,V00056,SUC00017,13/9/2018,45,760.000,"16888,88889",121.600
P00015,C00002,CLI00370,GUA,V00056,SUC00017,13/9/2021,45,760.000,"16888,88889",121.600
P00015,C00002,CLI00370,PER,V00038,SUC00035,21/2/2018,1,20.000,20000,"0,28"
P00015,C00002,CLI00370,PER,V00038,SUC00035,21/2/2021,1,20.000,20000,"0,28"
P00015,C00002,CLI00353,CHI,V00023,SUC00059,29/9/2019,36,620.000,"17222,22222",117.800
P00015,C00002,CLI00353,MEX,V00019,SUC00005,3/7/2019,48,620.000,"12916,66667",111.600
P00015,C00002,CLI00149,CRI,V00022,SUC00037,13/9/2019,31,550.000,"17741,93548",33.000
P00015,C00002,CLI00149,ECU,V00007,SUC00002,7/10/2016,44,600.000,"13636,36364",54.000
P00015,C00002,CLI00149,ECU,V00007,SUC00002,7/10/2020,44,600.000,"13636,36364",54.000
P00015,C00002,CLI00561,HON,V00006,SUC00030,1/11/2018,43,590.000,"13720,93023",35.400
P00015,C00002,CLI00561,HON,V00006,SUC00030,1/11/2020,43,590.000,"13720,93023",35.400
P00015,C00002,CLI00458,ESP,V00026,SUC00046,24/11/2017,28,360.000,"12857,14286",61.200
P00015,C00002,CLI00458,DOM,V00035,SUC00016,24/11/2017,36,420.000,"11666,66667",29.400
P00015,C00002,CLI00393,URU,V00065,SUC00039,28/7/2019,49,750.000,"15306,12245",105.000
P00015,C00002,CLI00574,ARG,V00042,SUC00043,6/11/2016,5,60.000,12000,"0,54"
P00015,C00002,CLI00235,PER,V00009,SUC00055,27/5/2018,49,570.000,"11632,65306",96.900
P00015,C00002,CLI00235,PER,V00009,SUC00055,27/5/2021,49,570.000,"11632,65306",96.900
P00015,C00002,CLI00083,URU,V00010,SUC00034,25/1/2016,15,300.000,20000,54.000
P00015,C00002,CLI00083,URU,V00010,SUC00034,25/11/2019,15,300.000,20000,54.000
P00015,C00002,CLI00730,ECU,V00029,SUC00025,18/10/2019,50,780.000,15600,62.400
P00015,C00002,CLI00730,ECU,V00036,SUC00029,1/11/2017,32,440.000,13750,57.200
P00015,C00002,CLI00608,HON,V00034,SUC00062,30/3/2018,41,530.000,"12926,82927",42.400
P00015,C00002,CLI00608,HON,V00034,SUC00062,30/3/2021,41,530.000,"12926,82927",42.400
P00015,C00002,CLI00608,PAR,V00044,SUC00042,21/4/2019,7,140.000,20000,16.800
P00015,C00002,CLI00128,GUA,V00056,SUC00017,26/3/2017,30,450.000,15000,67.500
P00015,C00002,CLI00349,COL,V00018,SUC00038,2/3/2017,29,390.000,"13448,27586",70.200
P00015,C00002,CLI00317,COL,V00018,SUC00038,3/5/2019,24,370.000,"15416,66667",22.200
P00015,C00002,CLI00317,ECU,V00064,SUC00060,10/2/2018,35,730.000,"20857,14286",94.900
P00015,C00002,CLI00317,ECU,V00064,SUC00060,10/2/2021,35,730.000,"20857,14286",94.900
P00015,C00002,CLI00317,DOM,V00054,SUC00040,13/5/2017,14,240.000,"17142,85714",28.800
P00015,C00002,CLI00221,PER,V00013,SUC00036,4/7/2018,20,410.000,20500,82.000
P00015,C00002,CLI00221,PER,V00013,SUC00036,4/7/2021,20,410.000,20500,82.000
P00015,C00002,CLI00251,DOM,V00054,SUC00040,23/7/2017,38,400.000,"10526,31579",48.000
P00015,C00002,CLI00251,DOM,V00054,SUC00040,23/7/2020,38,400.000,"10526,31579",48.000
P00015,C00002,CLI00270,ARG,V00042,SUC00043,17/9/2016,36,960.000,"26666,66667",163.200
P00015,C00002,CLI00270,ARG,V00042,SUC00043,17/9/2020,36,960.000,"26666,66667",163.200
P00015,C00002,CLI00650,HON,V00006,SUC00030,26/3/2018,20,440.000,22000,48.400
P00015,C00002,CLI00650,HON,V00006,SUC00030,26/3/2021,20,440.000,22000,48.400
P00015,C00002,CLI00335,ECU,V00029,SUC00025,16/7/2019,46,630.000,"13695,65217",107.100
P00015,C00002,CLI00441,ARG,V00058,SUC00024,24/6/2016,17,190.000,"11176,47059",28.500
P00015,C00002,CLI00626,CHI,V00023,SUC00059,25/9/2018,33,860.000,"26060,60606",86.000
P00015,C00002,CLI00626,CHI,V00023,SUC00059,25/9/2021,33,860.000,"26060,60606",86.000
P00015,C00002,CLI00626,ESP,V00012,SUC00050,12/12/2016,8,200.000,25000,32.000
P00015,C00002,CLI00626,HON,V00020,SUC00032,14/2/2017,29,440.000,"15172,41379",44.000
P00015,C00002,CLI00531,MEX,V00019,SUC00005,19/8/2016,43,550.000,"12790,69767",82.500
P00015,C00002,CLI00531,MEX,V00019,SUC00005,19/8/2020,43,550.000,"12790,69767",82.500
P00015,C00002,CLI00531,PAR,V00033,SUC00018,18/12/2018,42,980.000,"23333,33333",137.200
P00015,C00002,CLI00035,ECU,V00064,SUC00060,27/9/2016,19,380.000,20000,38.000
P00015,C00002,CLI00035,ECU,V00064,SUC00060,27/9/2020,19,380.000,20000,38.000
P00015,C00002,CLI00573,CHI,V00008,SUC00033,23/7/2017,37,1.010.000,"27297,2973",60.600
P00015,C00002,CLI00573,CHI,V00008,SUC00033,23/7/2020,37,1.010.000,"27297,2973",60.600
P00015,C00002,CLI00573,PAR,V00002,SUC00047,2/7/2019,17,260.000,"15294,11765",44.200
P00015,C00002,CLI00571,COL,V00039,SUC00012,9/3/2017,14,320.000,"22857,14286",25.600
P00015,C00002,CLI00571,ECU,V00064,SUC00060,15/7/2018,23,240.000,"10434,78261",33.600
P00015,C00002,CLI00571,ECU,V00064,SUC00060,15/7/2021,23,240.000,"10434,78261",33.600
P00015,C00002,CLI00571,HON,V00034,SUC00062,4/9/2018,37,660.000,"17837,83784",92.400
P00015,C00002,CLI00571,HON,V00034,SUC00062,4/9/2021,37,660.000,"17837,83784",92.400
P00015,C00002,CLI00571,PAR,V00043,SUC00009,31/3/2016,8,90.000,11250,"0,63"
